Tytuł,Miejsce,Powierzchnia,L_pokoi,Pietro,Rok_budowy,Cena
Gotowiec inwestycyjny przy Politechnice Gdańskiej!,"Gdańsk Wrzeszcz, Bohaterów Getta Warszawskiego",82.8,7,parter,1910,935 000 zł
3 pokoje! 4 minuty pieszo do fontanny neptuna !!,"Gdańsk Stare Przedmieście, Podwale Przedmiejskie",64,3,4,1962,635 000 zł
Gdańsk Piecki-Migowo Królewskie Wzgórze,"Gdańsk Morena, Królewskie Wzgórze",51.45,2,parter,2015,470 000 zł
Gdańsk Gdańsk Siedlce Malczewskiego,"Gdańsk Gdańsk Siedlce, Malczewskiego",56,3,1,2016,749 000 zł
Gdańsk Wrzeszcz Al.gen.jozefa Hallera,"Gdańsk Wrzeszcz, Gen.jozefa Hallera",57.96,3,1,2018,928 000 zł
Gdańsk Wrzeszcz Aleja Gen. Józefa Hallera,"Gdańsk Wrzeszcz, Aleja Gen. Józefa Hallera",112.81,4,6,2019,1 804 960 zł
Przytulne mieszkanie w centrum Gdańska!,"Gdańsk Stare Przedmieście, Podwale Przedmiejskie",64,3,4,1962,640 000 zł
Mieszkanie Gdańsk Siedlce  56 m2,Gdańsk Siedlce,56,3,1,2016,825 000 zł
Funkcjonalne mieszkanie na Zaspie,"Gdańsk Zaspa, Stanisława Skarżyńskiego",63.4,3,4,1980,569 000 zł
Gdańsk Śródmieście Wałowa,"Gdańsk Śródmieście, Wałowa",57.5,3,5,2019,690 000 zł
"Mieszkanie36,14m2,stan dewelop.ogród, GD-Łostowice","Gdańsk Łostowice, Pastelowa",36.14,2,parter,2020,274 900 zł
Mieszkanie Gdańsk Stogi Stryjewskiego 28 m2,"Gdańsk Stogi, Stryjewskiego",28,1,1,0,255 000 zł
Mieszkanie Gdańsk Śródmieście  50 m2,Gdańsk Śródmieście,50,2,parter,2018,670 000 zł
Gdańsk Chełm Królowej Jadwigi,"Gdańsk Chełm, Królowej Jadwigi",47,2,1,2012,350 000 zł
Gdańsk Jasień Stężycka,"Gdańsk Szadółki, Stężycka",68,4,parter,2013,470 000 zł
Piękny apartament w centrum Gdańska,"Gdańsk Śródmieście, Chmielna",31.9,2,2,2018,707 000 zł
Inteligenty apartament Zajezdnia Wrzeszcz,"Gdańsk Wrzeszcz, Grudziądzka",62.79,3,6,0,850 000 zł
Z potencjałem św. Ducha widok na Bazylikę Mariacką,"Gdańsk Śródmieście, Św. Ducha",48,2,2,1950,609 000 zł
Słoneczny apartament na prestiżowym osiedlu !,"Gdańsk Przymorze, Piastowska",51.5,2,1,2008,655 000 zł
Zrównoważony luksus,"Gdańsk Długie Ogrody, Szafarnia",116.7,4,2,0,1 850 000 zł
"Nowoczesne, przytulne, ciche, 2 pok. na Morenie","Gdańsk Morena, Wołkowyska",47,2,2,2007,468 000 zł
"APARTAMENT Z JACUZZI, NAD MORZEM, W OTULINIE DRZEW","Gdańsk Brzeźno, Nadmorski Dwór",100,4,parter,2016,1 850 000 zł
Mieszkanie - Gdańsk Maćkowy,"Gdańsk Św. Wojciech, Kazimierza Wielkiego",70,3,2,0,514 000 zł
"Mieszkanie na sprzedaż, Gdańsk, Łostowice, 3 pokoje, 57,92 mkw, za 348000 zł. Kup Bez Prowizji!","Gdańsk Łostowice, Hokejowa",57.92,3,1,0,348 000 zł
Komfortowe mieszkanie w loftowym klimacie.,"Gdańsk Dolne Miasto, Chłodna",77,3,2,1901,685 000 zł
Dochodowe mieszkanie w sercu Gdańska!,Gdańsk Stare Miasto,61.5,2,3,1952,765 000 zł
Gdańsk Gdańsk Jasień Jabłoniowa,"Gdańsk Szadółki, Jabłoniowa",46.44,2,3,2010,389 000 zł
Funkcjonalne mieszkanie na Zaspie,"Gdańsk Zaspa, Stanisława Skarżyńskiego",63.4,3,4,1980,569 000 zł
2 pokojowe  mieszkanie z miejscem w hali garażowe,"Gdańsk Morena, Stanisława Lema",41,2,3,2015,439 000 zł
DUŻE mieszkanie na zaspie  !!,"Gdańsk Zaspa, Stanisława Skarżyńskiego",64,3,4,0,499 000 zł
Inwestycja przy Politechnice Gdańskiej,"Gdańsk Wrzeszcz, Gen. Józefa Fiszera",88,7,2,0,799 000 zł
Mieszkanie - Gdańsk Orunia Południe,"Gdańsk Orunia Górna, Dywizji Wołyńskiej",78.1,4,4,1995,530 000 zł
Gdańsk Wrzeszcz Baczyńskiego,"Gdańsk Wrzeszcz, Baczyńskiego",40,3,5,1975,354 000 zł
Wyjątkowe mieszkanie o walorach domu.,"Gdańsk Łostowice, Ofiar Grudnia 70",89,4,1,2005,539 000 zł
Alfa Park III * Nowe * Jedyne takie na rynku! *,"Gdańsk Piecki Migowo , Myśliwska",66,4,5,2019,849 000 zł
Gotowy produkt na inwestycję przy Stoczni!,"Gdańsk Młode Miasto, Robotnicza",29.16,2,3,1902,399 000 zł
Gdańsk Piecki Migowo Lema,"Gdańsk Morena, Lema",53,3,1,2017,549 000 zł
Przestronne mieszkanie w świetnej lokalizacji,"Gdańsk Ujeścisko, Anny Jagiellonki",80,3,1,0,699 000 zł
Mieszkanie Gdańsk Wrzeszcz  68 m2,Gdańsk Wrzeszcz,68,3,1,2019,850 000 zł
Multi-apartament na Wyspie Spichrzów,"Gdańsk Stare Przedmieście, Chmielna",76.38,3,2,2016,801 990 zł
"Komfortowy Apartament z tarasem, bliskość morza","Gdańsk Zaspa, Bolesława Chrobrego",76.05,3,4,2017,1 280 000 zł
Mieszkanie - Gdańsk Wrzeszcz,"Gdańsk Wrzeszcz, Kilińskiego Jana",30,1,1,1965,330 000 zł
Mieszkanie nad Motławą - idealne pod inwestycje,"Gdańsk Śródmieście, Podzamcze",39,2,2,1966,449 000 zł
Mieszkanie Gdańsk Siedlce Bądkowskiego 114 m2,"Gdańsk Siedlce, Bądkowskiego",114,4,5,0,699 000 zł
Mieszkanie - Gdańsk Śródmieście,"Gdańsk Stare Przedmieście, Żabi Kruk",48.86,2,3,0,449 000 zł
"Mieszkanie na sprzedaż, Gdańsk, Ujeścisko, 2 pokoje, 42,5 mkw, za 320000 zł. Kup Bez Prowizji!","Gdańsk Ujeścisko, Płocka",42.5,2,2,0,320 000 zł
Gdańsk Gdańsk Kokoszki Jaśminowy Stok,"Gdańsk Karczemki, Jaśminowy Stok",61,3,parter,2009,428 500 zł
Apartament 73m2 przy Motławie,"Gdańsk Długie Ogrody, Szafarnia",73,3,4,2010,1 059 000 zł
"2 pokoje, 48 m2, wygodne, z dużym balkonem, słoneczne, blisko plaży",Gdańsk Jelitkowski Dwór,48,2,2,2004,570 000 zł
Gdańsk Wrzeszcz Centrum Tadeusza Kościuszki,"Gdańsk Wrzeszcz, Tadeusza Kościuszki",52.2,3,parter,0,480 000 zł
"Apartament Śródmieście, Długa Grobla","Gdańsk Długie Ogrody, Długa Grobla",64.32,3,5,2018,765 999 zł
Mieszkanie - Gdańsk Wrzeszcz,"Gdańsk Wrzeszcz, Adama Mickiewicza",62.41,3,2,1950,468 000 zł
"Widok na morze, 3 pokoje Gdańsk Brzeźno","Gdańsk Brzeźno, Gen. Józefa Hallera",65,3,8,2019,874 000 zł
Apartament blisko morza gdańsk !,"Gdańsk Przymorze, Czarny Dwór",85.17,3,1,2015,1 350 000 zł
Inwestycja - 2 apartamenty w cenie jednego ., Ogarna 29/30,67.1,4,3,0,799 000 zł
Mieszkanie - Gdańsk Stare Miasto,"Gdańsk Śródmieście, Garbary",68,3,1,0,884 000 zł
"Piekna kamienica w Centrum Gdańska 93,1 mkw !!!","Gdańsk Długie Ogrody, Jana Dziewanowskiego",93.1,3,2,1925,1 199 000 zł
Funkcjonalne mieszkanie na Zaspie,"Gdańsk Zaspa, Stanisława Skarżyńskiego",63.4,3,4,1980,569 000 zł
Gdańsk Śródmieście Długie Ogrody,"Gdańsk Długie Ogrody, Długie Ogrody",41,2,9,0,425 000 zł
Inteligentne mieszkanie - os. Zajezdnia Wrzeszcz,"Gdańsk Wrzeszcz, Grudziądzka",63,3,6,2019,799 000 zł
Ładne mieszkanie 2-pokojowe,"Gdańsk Przymorze, Obrońców Wybrzeża",38,2,10,1970,389 000 zł
Mieszkanie - Gdańsk Oliwa,"Gdańsk Oliwa, Aleksandra Majkowskiego",82,3,3,1905,890 000 zł
Świetna inwestycja w świetnej lokalizacji!!!,"Gdańsk Wrzeszcz, Juliusza Słowackiego",84.4,5,9,2008,900 000 zł
"Śródmieście, dwa pokoje z możliwością trzech","Gdańsk Stare Przedmieście, Kocurki",49.64,2,4,1965,419 000 zł
Gdańsk Chełm Tytusa Chałubińskiego,"Gdańsk Chełm, Tytusa Chałubińskiego",63.4,3,parter,1981,452 000 zł
Apartament w Brzeźnie ! Nowe budownictwo !,"Gdańsk Brzeźno, Gen. Józefa Hallera",65,3,8,2019,875 000 zł
Mieszkanie 5 pokoi 109 m2 Idealne pod inwestycje!,"Gdańsk Ujeścisko, Przemyska",109,4,1,2020,509 000 zł
"4 pokoje, loggia, piwnica- zaspa inwestycja!","Gdańsk Zaspa, Pilotów",66.8,4,4,1974,539 000 zł
4 pokoje Zaspa 68m2 Niesamowity widok,"Gdańsk Zaspa, Pilotów",66.8,4,4,1970,539 000 zł
Mieszkanie w świetnej lokalizacji,"Gdańsk Chełm, Wałowa",44.44,2,9,2018,595 000 zł
Zamienię mieszkanie 2 pokojowe,"Gdańsk Zakoniczyn, Człuchowska",40.15,2,1,2009,280 000 zł
Sprzedam mieszkanie 3 pokojowe z całym wyposażeniem,"Gdańsk Chełm, Hebanowskiego",71,3,parter,2006,680 000 zł
Luksusowy apartament w inwestycji Deo Plaza.,"Gdańsk Śródmieście, Chmielna",100,4,4,2019,2 500 000 zł
4-pok inwestycja z potencjałem na 2 mieszkania,"Gdańsk Przymorze, Rzeczypospolitej",70,4,7,1980,595 000 zł
"Mieszkanie na sprzedaż, Gdańsk, Jasień, 1 pokój, 67,82 mkw, za 451500 zł. Kup Bez Prowizji!","Gdańsk Szadółki, Stężycka",67.82,1,3,0,451 500 zł
Kawalerka na przymorzu w atrakcyjnej lokalizacji,"Gdańsk Przymorze, Chłopska",30,1,1,1970,299 000 zł
Mieszkanie z balkonem idealne dla rodziny,"Gdańsk Zakoniczyn, Konrada Guderskiego",57.3,3,3,2011,425 166 zł
"TYLKO U NAS, Waterlane z widokiem na Motławę","Gdańsk Długie Ogrody, Szafarnia",124,4,3,2013,1 970 000 zł
Mieszkanie - Gdańsk Śródmieście,"Gdańsk Śródmieście, Toruńska",84.5,4,3,2013,879 500 zł
"Gdańsk Przymorze, ul. Kołobrzeska","Gdańsk Przymorze, Kołobrzeska",45,2,1,1979,435 000 zł
Kwartał Kamienic - Oferta Premium!,"Gdańsk Śródmieście, Szeroka",59.7,3,parter,2013,1 215 000 zł
Mieszkanie Gdańsk Środmieście,"Gdańsk Śródmieście, Mostek",42,2,4,0,430 000 zł
2 pokoje/ WINDA/ orunia górna,"Gdańsk Orunia, Granitowa",37.1,2,1,1971,270 000 zł
Sprzedam 50% udziału w słonecznej kawalerce w centrum Wrzeszcza,"Gdańsk Wrzeszcz, Sienkiewicza 6/7",11,1,1,1930,127 000 zł
Atrakcyjne 2 pokoje z super widokiem Gdańsk,"Gdańsk Długie Ogrody, Długie Ogrody",41,2,9,1980,419 000 zł
Przestronne unikatowe mieszkanie na Jasieniu!,"Gdańsk Jasień, Pólnicy",111,4,1,1995,810 000 zł
"Po remoncie, super widok, balkon","Gdańsk Przymorze, Jagiellońska",46,2,8,1976,410 000 zł
4 Pokoje na Żabiance ! okazja !,"Gdańsk Żabianka, Gospody",67,4,5,1976,630 000 zł
Funkcjonalne mieszkanie na Zaspie,"Gdańsk Zaspa, Stanisława Skarżyńskiego",63.4,3,4,1980,569 000 zł
Piękne mieszkanie tak blisko starówki!,"Gdańsk Długie Ogrody, Mostek",42,2,4,1976,445 000 zł
Unikalne mieszkanie Jasień Pólnicy 4 pok 111 m2,"Gdańsk Jasień, Pólnicy",111,4,1,1995,810 000 zł
"Mieszkanie - Gdańsk Zaspa, 609 000 zł","Gdańsk Zaspa, Konstantego Ciołkowskiego",59.3,3,4,1980,609 000 zł
Funkcjonalne mieszkanie na Zaspie,"Gdańsk Zaspa, Stanisława Skarżyńskiego",63.4,3,4,1980,569 000 zł
Funkcjonalne mieszkanie na Zaspie,"Gdańsk Zaspa, Stanisława Skarżyńskiego",63.4,3,4,1980,569 000 zł
"Cztery samodzielne pokoje, garaż wolnostojący, ogr","Gdańsk Rębowo, Kazimierza Leskiego",69.5,4,parter,2013,510 000 zł
"Gotowiec inwestycyjny , 2 pokoje Gdańsk Starówka","Gdańsk Śródmieście, Podzamcze",40,2,2,1966,459 000 zł
Apartament z widokiem na Motławę,"Gdańsk Długie Ogrody, Szafarnia",94,3,3,2010,1 690 000 zł
Zamieszkaj w prestiżowej lokalizacji,"Gdańsk Wrzeszcz, Grudziądzka",57.96,3,1,2020,630 520 zł
Gdańsk Srogi- słoneczne mieszkanie dla fajnych lud,"Gdańsk Stogi, Stryjewskiego Wilhelma",48,3,2,1965,335 000 zł
3-pokojowe mieszkanie Żabianka,"Gdańsk Żabianka, Pomorska",63,3,4,1972,610 000 zł
ZASPA\ 3 niezależne pokoje\ blisko morza,"Gdańsk Zaspa, Leszczyńskich",60,3,2,1980,474 999 zł
"Duże, przestronne mieszkanie w spokojnej dzielnicy","Gdańsk Jasień, Pólnicy",111.1,4,1,1995,810 000 zł
Przytulny apartament w centrum Starówki!,"Gdańsk Śródmieście, Św. Ducha",36,2,3,1952,529 000 zł
Bastion Wałowa/2 pokojowe na 9 piętrze,"Gdańsk Młode Miasto, Wałowa",44.44,2,9,2018,595 000 zł
Mieszkanie na starówce po remoncie,"Gdańsk Śródmieście, Podzamcze",38,2,2,1935,449 000 zł
Gdańsk Gdańsk Jasień Pólnicy,"Gdańsk Jasień, Pólnicy",111,4,1,1995,810 000 zł
Mieszkanie 3pok Gdańsk Siedlce blisko centrum,"Gdańsk Siedlce, Jacka Malczewskiego",63.3,3,3,1999,539 000 zł
Słoneczne mieszkanie blisko Starówki,"Gdańsk Siedlce, Jacka Malczewskiego",63.4,3,3,1999,539 000 zł
Mieszkanie - Gdańsk Śródmieście,"Gdańsk Śródmieście, Garncarska",47.8,2,1,1956,600 000 zł
Mieszkanie Gdańsk 45.8m2,"Gdańsk Przymorze, Bora-Komorowskiego",45.8,3,1,0,395 000 zł
Penthouse z dużym tarasem i widokiem na Motławę,"Gdańsk Długie Ogrody, Szafarnia",147.59,3,5,2011,2 750 000 zł
Kapitalne 3 pokoje na Morenie!,"Gdańsk Morena, Zygmunta Czubińskiego",85,3,5,2003,690 000 zł
Apartament Na Sprzedaż - Kwartał Kamienic!,"Gdańsk Śródmieście, Szeroka",39.4,1,2,2013,650 000 zł
Prestiżowa inwestycja- stara stocznia gdańsk,"Gdańsk Śródmieście, Stara Stocznia",52,2,4,2017,920 000 zł
Nawet 5 POKOI na zaspie! inwestycja!,"Gdańsk Zaspa, Leszczyńskich",60,3,2,1980,480 000 zł
4-pok mieszkanie na jednym poziomie! 2 balkony!,"Gdańsk Jasień, Pólnicy",111.1,4,1,1995,810 000 zł
Idealne 2 pokoje ogród parking piwnica Jasień,"Gdańsk Szadółki, Jabłoniowa",44.24,2,parter,2014,475 000 zł
Mieszkanie - Gdańsk Jasień,Gdańsk Jasień,130,6,3,0,647 999 zł
Rozkładowe 3 pokoje  do własnej aranżacji | ZASPA,"Gdańsk Zaspa, Leszczyńskich",63,3,2,1980,489 000 zł
Mieszkanie 243 m2 w centrum Wrzeszcza!,"Gdańsk Aniołki, Mariana Smoluchowskiego",243,5,3,2004,1 999 000 zł
"Mieszkanie - Gdańsk Wrzeszcz, 460 200 zł","Gdańsk Wrzeszcz, Tadeusza Kościuszki",59,3,2,1930,460 200 zł
Gdańsk Przeróbka Bajki,"Gdańsk Przeróbka, Bajki",42,2,3,0,345 000 zł
Mieszkanie - Gdańsk Przymorze,"Gdańsk Przymorze, Czarny Dwór",50.43,2,1,2012,876 000 zł
Mieszkanie - Gdańsk Śródmieście,"Gdańsk Śródmieście, Panieńska",45.5,2,3,2018,740 000 zł
DWU POZIOMOWY APARTAMENT NA STARYM MIEŚCIE,Gdańsk Centrum,35.69,2,parter,2005,689 000 zł
Trzy kawalerki w jednej cenie !  Gdańsk Osowa,Gdańsk Osowa,84.6,3,1,2000,583 000 zł
Słoneczna kawalerka na Suchaninie 31m2,"Gdańsk Suchanino, Macieja Kamieńskiego",31,1,parter,0,299 000 zł
"2 pokoje, balkon, 1 piętro a za rogiem Starówka..","Gdańsk Śródmieście, Łagiewniki",52,2,1,0,434 000 zł
Inwestycyjne mieszkanie Stare Miasto!,"Gdańsk Śródmieście, Podwale Staromiejskie",75,2,3,1960,600 000 zł
Okazja! Piękna kawalerka na Żabiance,"Gdańsk Żabianka, Sztormowa",30.9,1,7,1975,329 000 zł
Ekskluzywne mieszkanie MIla Baltica,"Gdańsk Zaspa, Bolesława Chrobrego",76.05,3,4,2017,1 280 000 zł
Mieszkanie Gdańsk Osowa  33 m2,Gdańsk Osowa,33,2,2,2008,350 000 zł
Wyremontowane w Sercu Starego Miasta.,"Gdańsk Śródmieście, Ogarna",55.6,3,3,1955,655 000 zł
Urokliwe mieszkanie na Starym Chełmie !,"Gdańsk Chełm, Reformacka",78.3,4,parter,0,598 000 zł
Mieszkanie - Gdańsk Chełm,"Gdańsk Ujeścisko, Nieborowska",66,3,1,2008,519 000 zł
Atrakcyjny apartament na Starym Mieście,"Gdańsk Śródmieście, Tandeta",56.3,2,1,0,950 000 zł
Mieszkanie Gdańsk Siedlce Kartuska 48 m2,"Gdańsk Siedlce, Kartuska",48,2,parter,0,380 000 zł
Apartament 3 pokojowy w samym sercu Starego Miasta,"Gdańsk Śródmieście, Tandeta",59.7,3,1,2012,1 215 000 zł
Mieszkanie Gdańsk Chełm Łużycka 45.5 m2,"Gdańsk Chełm, Łużycka",45.5,2,parter,0,399 000 zł
Gdańsk Wrzeszcz Twarda,"Gdańsk Młyniska, Twarda",44,2,2,1954,349 000 zł
"Gdańsk , Wałowa  apartament z ogródkiem","Gdańsk Śródmieście, Wałowa",48,2,1,2019,672 000 zł
Gdańsk ul. Wałowa apartament z panoramą miasta,"Gdańsk Śródmieście, Wałowa",45,2,13,2019,650 000 zł
2-pokoje na Przymorzu,"Gdańsk Przymorze, Dąbrowszczaków",38,2,4,1975,350 000 zł
Mieszkanie - Gdańsk Śródmieście,"Gdańsk Śródmieście, Panieńska",49,2,3,2018,800 000 zł
Komfortowy apartament z widokiem na motławę,"Gdańsk Śródmieście, Targ Rybny",68.2,2,4,2009,1 480 000 zł
Rewelacja! można zrobić dodatkową kawalerkę !,"Gdańsk Przymorze, Rzeczypospolitej",70,4,7,1975,595 000 zł
Mieszkanie Gdańsk Przymorze Wielkie Olsztyńska 64 m2,"Gdańsk Przymorze Wielkie, Olsztyńska",64,3,6,0,870 000 zł
Narożny apartament blisko morza,Gdańsk Zaspa,65.06,3,1,2019,832 700 zł
Kameralny apartament blisko morza,Gdańsk Zaspa,57.96,3,1,2018,741 800 zł
Najlepsza lokalizacja Trójmiasta - Neptun Park,"Gdańsk Jelitkowo, Wypoczynkowa",48,2,1,2011,950 000 zł
Mieszkanie - Gdańsk Stare Miasto,"Gdańsk Śródmieście, Lawendowa",32.53,2,1,1900,449 000 zł
Komfortowy Apartament  Na Sprzedaż - 4 Pokoje!,"Gdańsk Długie Ogrody, Szafarnia",120,4,2,2009,1 488 000 zł
Inwestycyjne 10 min od Fontanny Neptuna,"Gdańsk Siedlce, Józefa Bema",36,2,parter,1930,345 000 zł
Dwupoziomowe mieszkanie 2 pokojowe na Starówce,"Gdańsk Śródmieście, Ogarna",35,2,parter,2005,680 000 zł
Odnowiona kamienica/ umeblowane,"Gdańsk Dolne Miasto, Łąkowa",102,4,3,1888,850 000 zł
Apartament 2 pokojowy Gdańsk ul. Tartaczna,"Gdańsk Śródmieście, Tartaczna",38,2,2,2018,635 000 zł
Apartament 3 pokojowy nad morzem,"Gdańsk Przymorze, Jelitkowski Dwór",76.2,3,3,2002,835 000 zł
Gdańsk Śródmieście,"Gdańsk Śródmieście, Pszenna",65,3,1,0,955 000 zł
Apartament|5 POKOI |2 balkony|2 poziomy| !,"Gdańsk Łostowice, Olimpijska",121.1,5,2,2000,799 000 zł
Apartament Garnizon 6 pokoi taras garaż Klima,"Gdańsk Wrzeszcz, Antoniego Słonimskiego",257.24,6,5,2014,4 290 000 zł
Apartament z widokiem na las,"Gdańsk Wrzeszcz, Topolowa",94.03,4,2,2000,1 249 000 zł
Luksusowy 3 pok. apartament blisko morza,"Gdańsk Wrzeszcz, Grudziądzka",65.06,3,1,2019,1 040 960 zł
Mieszkanie - Gdańsk Zakoniczyn,"Gdańsk Zakoniczyn, Dulina Aleksandra",50.95,2,4,2010,395 000 zł
Apartament LOFT 3 pokoje IV etap Neptun Park !,"Gdańsk Jelitkowo, Wypoczynkowa",74.18,3,2,2017,1 702 431 zł
Mieszkanie - Gdańsk Ujeścisko,"Gdańsk Ujeścisko, Anny Jagiellonki",70,3,1,2008,695 000 zł
Apartament w inwestycji z basenem,"Gdańsk Śródmieście, Chmielna",45.85,2,2,2017,790 000 zł
"Wykończony, nowy apartament blisko morza!","Gdańsk Wrzeszcz, Grudziądzka",65.05,3,1,2019,849 000 zł
Mieszkanie - Gdańsk Stogi,"Gdańsk Stogi, Pawia",56.26,2,2,1997,420 000 zł
Trzy pokoje z widokiem na morze! Brzeźno!,"Gdańsk Brzeźno, Kazimierza Pułaskiego",53,3,4,1976,609 500 zł
"Apartament 5 pokoi z tarasem, Chmielna Park","Gdańsk Stare Przedmieście, Chmielna",129.57,5,4,2016,2 200 000 zł
Luksusowy apartament blisko morza na Olsztyńskiej,"Gdańsk Przymorze, Olsztyńska",64,3,6,2015,860 000 zł
Zarabiaj od dnia zakupu - Alter Investment S.A.,"Gdańsk Siedlce, Jacka Malczewskiego",58.2,4,parter,0,549 631 zł
"Mieszkanie na sprzedaż, Gdańsk, Śródmieście, 3 pokoje, 65,96 mkw, za 789000 zł. Kup Bez Prowizji!","Gdańsk Śródmieście, Warzywnicza",65.96,3,1,1960,789 000 zł
ŚWIEŻO WYKOŃCZONE W NOWOCZESNYM BUDYNKU Z TARASEM!,"Gdańsk Wrzeszcz, Grudziądzka",65.05,3,1,2019,849 000 zł
Przytulne mieszkanie na nowym osiedlu w Oliwie.,"Gdańsk Przymorze, Beniowskiego",41,2,parter,2018,565 000 zł
"Mieszkanie - Gdańsk Brzeźno, 609 500 zł","Gdańsk Brzeźno, Kazimierza Pułaskiego",53,3,4,1976,609 500 zł
Apartament w Gdańsku ze spa i widokiem na Motławę,"Gdańsk Stare Przedmieście, Jaglana",85,3,7,2016,1 320 000 zł
"Gdańsk Oliwa, DWA POKOJE, 37,98 m&sup2; · 1 piętro",Gdańsk Oliwa,37.98,2,1,1977,380 000 zł
3 pokoje na I. piętrze we Wrzeszczu,"Gdańsk Wrzeszcz, Jana Kochanowskiego",85.4,3,1,1938,639 000 zł
Wysoki apartament z oknami na ulicę Długą!,"Gdańsk Śródmieście, Długa",67,2,1,1950,1 072 000 zł
"Mieszkanie - Gdańsk Jelitkowo, 4 299 000 zł","Gdańsk Jelitkowo, Wypoczynkowa",145,4,1,2018,4 299 000 zł
Piękny 3 pokojowy apartament gdańsk wrzeszcz!,"Gdańsk Wrzeszcz, Gen. Józefa Fiszera",91.37,3,parter,1920,849 000 zł
Nowy apartament z pięknym widokiem.,"Gdańsk Stare Przedmieście, Jaglana",81,3,7,2017,1 457 000 zł
Kamienica pomiędzy Wrzeszczem a centrum,"Gdańsk Aniołki, Juliana Tuwima",279,20,1,1910,1 799 000 zł
Mieszkanie - Gdańsk Żabianka,"Gdańsk Żabianka, Gospody",52.6,3,10,1979,449 000 zł
LUX apartament  z tarasem,"Gdańsk Śródmieście, Św. Ducha",70,2,4,2017,1 450 000 zł
Inwestycja Centrum Gdańsk Wrzeszcz,"Gdańsk Wrzeszcz, Partyzantów",87.28,3,1,1896,1 044 000 zł
"Ekskluzywny Apartament,/Najładniejsze Osiedle 2017","Gdańsk Śródmieście, Stara Stocznia",47,2,2,2017,799 000 zł
Z nami kupisz najtaniej -przekonaj się- zadzwoń!!!,"Gdańsk Długie Ogrody, Szafarnia",94,3,3,2011,1 470 000 zł
Ekskluzywny Apartamet/Najładniejsze osiedle 2017r.,"Gdańsk Śródmieście, Stara Stocznia",46,2,4,2017,829 000 zł
Mieszkanie na ostatnim piętrze- widok na morze!,"Gdańsk Przymorze, Obrońców Wybrzeża",38,2,10,1970,588 000 zł
IDEALNE DLA RODZINY 4 POKOJE PRZY PARKU REAGANA!,"Gdańsk Przymorze, Prezydenta Lecha Kaczyńskiego",100.8,4,1,2008,1 095 000 zł
"Apartament z ogródkiem, Rezydencja Marina","Gdańsk Przymorze, Czarny Dwór",68,3,parter,0,1 320 000 zł
Apartament w pierwszej linii od morza. Plaża 50m.,"Gdańsk Jelitkowo, Wypoczynkowa",63.3,3,parter,0,1 370 000 zł
Mieszkanie Starówka ul. Piwna - prestiżowa lokalizacja przy deptaku,"Gdańsk Śródmieście, Piwna",51.86,2,2,1948,622 000 zł
3 pokoje z widokiem na morze!,"Gdańsk Morena, Stanisława Lema",56,3,11,2018,590 000 zł
Tu mieszka się lepiej i dłużej.,"Gdańsk Brzeźno, Nadmorski Dwór",83.12,4,3,2016,1 500 000 zł
Atrakcyjny dom Gdańsk Wrzeszcz 220m!,"Gdańsk Wrzeszcz, Wrzeszczańska",220,9,1,1967,1 250 000 zł
Mieszkanie Gdańsk Śródmieście Jaglana 29 m2,"Gdańsk Stare Przedmieście, Jaglana",29,1,4,2017,464 000 zł
Inwestycyjne mieszkanie w Centrum Gdańska !,"Gdańsk Śródmieście, Szeroka",49,2,1,1960,649 000 zł
Nowa niższa cena piękne mieszkanie blisko centrum,"Gdańsk Chełm, Reformacka",78,4,parter,1991,598 000 zł
Mieszkanie pod inwestycję - centrum Gdańska,Gdańsk Śródmieście,123,4,3,1910,949 990 zł
Mieszkanie - Gdańsk Morena,"Gdańsk Morena, Myśliwska",106.08,0,parter,2010,775 000 zł
Tu mieszka się lepiej i dłużej.,"Gdańsk Brzeźno, Nadmorski Dwór",83.12,3,3,2016,1 500 000 zł
IDEALNE POD WYNAJEM - SPRZEDAŻ LUB ZAMIANA,"Gdańsk Wrzeszcz, Do Studzienki",66.99,3,1,1937,499 000 zł
Mieszkanie w sercu Gdańska,Gdańsk Śródmieście,49.5,2,1,1953,675 000 zł
Mieszkanie z duszą  we Wrzeszczu.,Gdańsk Wrzeszcz Dolny,43,2,1,1960,499 900 zł
2 pokoje z potencjałem w sercu Gdańska!,"Gdańsk Śródmieście, Św. Ducha",45.36,2,2,1952,690 000 zł
Apartament po remoncie w sercu Gdańska!,"Gdańsk Śródmieście, Św. Ducha",33,1,2,1952,495 000 zł
Piękne mieszkanie po kapitalnym remoncie,"Gdańsk Śródmieście, Łagiewniki",86,3,3,0,990 000 zł
Apartament w inwestycji z basenem,"Gdańsk Długie Ogrody, Szafarnia",39.33,2,2,2012,595 000 zł
Mieszkanie z potencjałem w pięknej kamienicy,"Gdańsk Oliwa, Aleksandra Majkowskiego",82.4,3,parter,1905,890 000 zł
"Parter przystosowany dla niepełnosprawnych, taras!","Gdańsk Morena, Królewskie Wzgórze",70,3,parter,2012,670 000 zł
Mieszkanie inwest. w Oliwie z osobnym wejściem,"Gdańsk Oliwa, Aleksandra Majkowskiego",82.4,4,parter,1932,890 000 zł
Mieszkanie o powierzchni 91 mkw. na Siedlcach.,"Gdańsk Siedlce, Lecha Bądkowskiego",91,4,2,1997,575 000 zł
